Ligand SMILES,IC50 (nM),pIC50,activity_class,MolWt,TPSA,HBD,HBA,RotBonds,LogP,is_known_binder
Oc1ccc(cc1)-c1cc(C#N)c2c(Br)c(O)ccc2c1, 131,6.882728704344236,weak,340.17600000000004,64.25,2.0,3.0,1.0,4.552180000000002,False
CC(=O)N(C(C)=O)c1ccc(Oc2ccc(Oc3ccc(cc3)N(C(C)=O)C(C)=O)cc2)cc1, 50290,4.298518364379073,weak,460.48600000000016,93.22,0.0,6.0,6.0,5.070000000000006,True
COc1cc(OCCN2CC(CF)C2)ncc1[C@H]1N(CC2(F)CC2)[C@H](C)Cc2c1ccc1[nH]ncc21, 6.60,8.18045606445813,strong,497.5900000000003,66.51,1.0,6.0,9.0,4.084700000000003,False
CS(=O)(=O)c1ccc(Oc2cncc(Cl)c2)c2CC(F)(F)[C@@H](O)c12, 350,6.455931955649724,weak,375.7800000000001,76.49000000000001,1.0,5.0,3.0,3.155600000000002,True
CCCCCSCCCCCCCCCC\C(=C(\CC)c1cccc(O)c1)c1ccc(O)cc1, 200,6.698970004336019,weak,482.7740000000001,40.46,2.0,3.0,18.0,9.852899999999995,False
OC(=O)c1ccc(cc1)N=NCc1ccc(cc1)C(F)(F)F, 9840,5.007004901568658,weak,308.25899999999996,62.019999999999996,1.0,3.0,4.0,4.687500000000002,True
Oc1ccc2C3=C([C@@H](Oc2c1)c1ccc(OCCCN2C(=O)CCC2=O)cc1)c1ccc(O)cc1OCC3, 40.97,7.3875340360468575,strong,513.5460000000003,105.53,2.0,7.0,6.0,4.842700000000003,False
Oc1ccc2Cc3sc4cc(O)ccc4c3C(c3ccc(OCCN4CCCCC4)cc3)c2c1, 0.900000,9.045757490560675,strong,471.6220000000004,52.93,2.0,5.0,5.0,6.261600000000006,False
Cc1ccc(c(F)c1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 10.00,8.0,strong,489.6060000000004,32.7,1.0,3.0,7.0,6.947820000000007,False
CS(=O)(=NC#N)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)(F)[C@@H](O)c12, 26.0,7.585026652029182,strong,407.3730000000001,106.47000000000001,1.0,6.0,3.0,3.6522600000000023,True
Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O, 300,6.522878745280337,weak,270.24,90.9,3.0,5.0,1.0,2.576800000000001,False
Cc1cc(F)ccc1-c1c(Oc2ccc(\C=C\C(O)=O)cc2)c2ccc(O)c(F)c2oc1=O, 3.2,8.494850021680094,strong,450.3930000000002,96.97,2.0,5.0,5.0,5.642320000000004,False
Cc1cc(ccc1Cl)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2SC1, 7.00,8.154901959985743,strong,510.0740000000003,32.7,1.0,4.0,7.0,7.231520000000008,False
Cc1ccc(cc1F)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 134,6.872895201635193,weak,489.6060000000004,32.7,1.0,3.0,7.0,6.947820000000008,False
COc1ccc(OCCNCCCF)c(F)c1[C@H]1N(CC(F)(F)F)[C@H](C)Cc2c1[nH]c1ccccc21, 1.20,8.920818753952375,strong,511.53500000000014,49.52,2.0,4.0,10.0,5.541900000000005,False
Fc1cc(Cl)cc(Oc2ccc(cc2C#N)S(=N)(=O)C(F)(F)F)c1, 510,6.292429823902063,weak,378.734,73.94,1.0,4.0,3.0,5.068550000000002,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c1c(F)cc(OCCN2CC(CF)C2)cc1F, 1.62,8.790484985457368,strong,503.5840000000003,31.5,1.0,3.0,8.0,5.810300000000006,False
CCOc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)nc3)c3ccc(O)cc3SC2)c(F)n1, 5.00,8.301029995663981,strong,525.6210000000002,67.71000000000001,1.0,7.0,9.0,5.5975000000000055,False
FC(F)S(=O)(=O)c1ccc(Oc2cc(F)cc(Cl)c2)c(Cl)c1CNCC(F)(F)F, 9000,5.045757490560675,weak,482.2290000000001,55.400000000000006,1.0,4.0,7.0,5.573000000000002,True
CC1(N(CCc2cc(O)ccc12)c1ccc(F)cc1)c1ccc(\C=C\C(O)=O)cc1, 202,6.694648630553377,weak,403.4530000000001,60.77,2.0,3.0,4.0,4.955300000000005,False
CC1(C)Cc2c(ccc3[nH]ncc23)[C@H](N1CC(F)F)c1ccc(NC2CN(CCCF)C2)cn1, 3.40,8.468521082957745,strong,472.55900000000025,60.080000000000005,2.0,5.0,8.0,4.404800000000003,False
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(O)=O, 30,7.522878745280337,strong,382.8910000000001,56.330000000000005,2.0,2.0,4.0,4.8780000000000046,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC1(F)CC1)c1ccc(OCCNCCCF)cn1, 22.0,7.657577319177793,strong,454.5650000000002,53.18,2.0,4.0,10.0,4.729000000000004,False
Oc1ccc2c(CCCC(c3ccc(Cl)nc3)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 30.0,7.522878745280337,strong,493.0220000000004,45.59000000000001,1.0,4.0,7.0,6.548700000000007,False
Oc1ccc(cc1)C1Sc2cc(O)ccc2OC1c1ccc(O[C@H]2CCN(CCCF)C2)cc1, 203,6.692503962086787,weak,481.58900000000034,62.160000000000004,2.0,6.0,7.0,5.8776000000000055,False
CONC(=O)c1cc(ccc1F)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2SCC1, 456,6.341035157335565,weak,566.6700000000002,71.03,2.0,6.0,9.0,6.090100000000007,False
Cc1ccc(C)c(c1)-c1nc2cc(N)ccc2o1, 3030,5.518557371497695,weak,238.29,52.05,1.0,3.0,1.0,3.6938400000000016,True
CC(=O)Nc1ccc(NC(=O)c2c(c(nn2C)C(C)(C)C)[N+]([O-])=O)cc1, 11200,4.950781977329818,weak,359.3860000000001,119.16000000000003,2.0,6.0,4.0,2.836500000000001,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC1(F)COC1)c1c(F)ccc(OCCN(C)CCCF)c1F, 1.20,8.920818753952375,strong,519.5830000000004,40.730000000000004,1.0,4.0,10.0,5.190800000000006,False
CCc1c(O)ccc2c3ccc(O)c(C)c3oc(=O)c12, 484,6.315154638355588,weak,270.284,70.67,2.0,4.0,1.0,3.228220000000001,False
Oc1ccc2C3=C(CCOc2c1)c1cc(O)ccc1OC3c1ccc(OCCN2CC(CF)C2)cc1, 0.024,10.619788758288394,strong,489.54300000000035,71.39,2.0,6.0,6.0,5.204900000000006,False
CC1=C(C2CCCCC2)[C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CC(CF)C2)cc1, 0.070000,10.154901959985743,strong,451.5820000000003,41.93,1.0,4.0,7.0,6.159800000000008,False
C[C@H](CF)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c1c(F)cc(\C=C\C(O)=O)cc1F, 1.6,8.795880017344075,strong,433.4700000000001,60.77,2.0,3.0,6.0,5.099900000000004,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)F)c1cc(C)cc(OCCNCCCF)c1, 10.00,8.0,strong,477.5460000000003,40.29,2.0,3.0,9.0,5.702620000000005,False
CS(=O)(=O)c1ccc(Oc2cncc(c2)C#N)c2CC(F)(F)[C@@H](O)c12, 180,6.7447274948966935,weak,366.3450000000001,100.28000000000002,1.0,6.0,3.0,2.373880000000001,True
CCC1(C)Oc2ccc(CN(c3ccccc3)S(=O)(=O)c3ccc(OC)c(OC)c3)cc2C=C1, 2200,5.657577319177793,weak,479.59800000000024,65.07000000000001,0.0,5.0,8.0,5.673600000000005,True
Oc1ccc2C(=C(CSc2c1)c1ccc(O)nc1F)c1ccc(O[C@H]2CCN(CCCF)C2)cc1, 5.00,8.301029995663981,strong,496.57900000000035,65.82,2.0,6.0,7.0,5.509400000000006,False
COc1cc(NCCNCCCF)ccc1[C@H]1N(CC(F)(F)CO)[C@H](C)Cc2c1[nH]c1ccccc21, 9.90,8.00436480540245,strong,504.59700000000026,72.55000000000001,4.0,5.0,12.0,4.501200000000003,False
NS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)(F)[C@@H](O)c12, 76.0,7.119186407719209,strong,384.33500000000004,113.41000000000001,2.0,5.0,3.0,2.3618800000000015,True
Oc1ccc2c(CCCC(c3ccc(F)cc3Cl)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 21.0,7.6777807052660805,strong,510.0240000000004,32.7,1.0,3.0,7.0,7.292800000000008,False
OC(=O)CCSc1nc(=N)ss1, 6380,5.195179321278838,weak,222.31600000000003,74.03999999999999,2.0,6.0,4.0,1.2508700000000001,True
O[C@@H]1CCc2c1c(ccc2Oc1cccc(c1)C#N)S(=O)(=O)C(F)F, 73.0,7.136677139879544,strong,365.357,87.38999999999999,1.0,5.0,4.0,3.326480000000002,True
CC(C)CC(=O)c1c(O)c(CC=C(C)C)c(O)c2c(cc(=O)oc12)-c1ccccc1, 3230,5.490797477668897,weak,406.4780000000001,87.74,2.0,5.0,6.0,5.608700000000007,True
CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(NC)c(C)c1, 207,6.684029654543083,weak,325.49600000000004,32.26,2.0,2.0,7.0,5.937040000000007,False
COc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3SC2)c(F)c1, 5.00,8.301029995663981,strong,509.61800000000017,41.93000000000001,1.0,5.0,8.0,6.417400000000006,False
CC1(C)Cc2c(ccc3[nH]ncc23)[C@H](N1CC(F)F)c1ccc(NC2CN(CCCF)C2)cn1, 3.40,8.468521082957745,strong,472.55900000000025,60.080000000000005,2.0,5.0,8.0,4.404800000000003,False
OC1CCc2c1c(ccc2Oc1ccc(F)c(c1)C#N)S(=O)(=O)C(F)(F)F, 2700,5.568636235841013,weak,401.337,87.38999999999999,1.0,5.0,3.0,3.762780000000002,True
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O, 96,7.017728766960431,strong,270.372,37.3,1.0,2.0,0.0,3.817400000000003,False
Fc1ccc(Oc2ccc(cc2Br)S(=O)(=O)C(F)(F)F)c(F)c1, 2500,5.6020599913279625,weak,417.14900000000006,43.370000000000005,0.0,3.0,3.0,4.813100000000001,True
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@H](N1CC1(F)CC1)c1ncc(NC2CN(CCCF)C2)cc1F, 29.0,7.5376020021010435,strong,484.5700000000003,60.080000000000005,2.0,5.0,8.0,4.390800000000003,False
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c(C#N)c1Cl, 320,6.494850021680094,weak,350.75800000000004,90.94999999999999,0.0,5.0,3.0,3.418260000000002,True
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@](C)(N1CC(F)F)c1ccc(NC2CN(CCCF)C2)cn1, 9.60,8.017728766960431,strong,472.55900000000025,60.080000000000005,2.0,5.0,8.0,4.188800000000003,False
C[C@]1(F)Cc2c([C@@H]1O)c(ccc2Oc1cc(F)cc(c1)C#N)S(C)(=O)=O, 16100,4.79317412396815,weak,379.38400000000007,87.38999999999999,1.0,5.0,3.0,3.210880000000003,True
COc1ccc(OCCNCCCF)c(C)c1[C@H]1N(CC(F)(F)F)[C@H](C)Cc2c1[nH]c1ccccc21, 0.850,9.070581074285707,strong,507.5720000000002,49.52,2.0,4.0,10.0,5.711220000000005,False
FC(F)S(=O)(=O)c1ccc(Oc2ccc(F)c(c2)C#N)c2CC(F)(F)C(=O)c12, 11200,4.950781977329818,weak,417.31100000000015,84.22999999999999,0.0,5.0,4.0,3.8600800000000017,True
Cc1cc(F)ccc1-c1c(Cc2ccc(\C=C\C(O)=O)cc2)c2c(F)cc(O)cc2oc1=O, 55,7.259637310505756,strong,448.42100000000016,87.74000000000001,2.0,4.0,5.0,5.440820000000006,False
Oc1ccc(cc1)[C@@H]1Cc2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1, 6.7,8.173925197299173,strong,445.55900000000037,62.160000000000004,2.0,5.0,6.0,5.422500000000006,False
Oc1ccc2Cc3ccc4cc(O)ccc4c3C(c3ccc(OCCN4CCCCC4)cc3)c2c1, 130,6.886056647693163,weak,465.5930000000004,52.93,2.0,4.0,5.0,6.200100000000006,False
COc1ccc(c(F)c1F)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 29.0,7.5376020021010435,strong,523.5950000000004,41.93000000000001,1.0,4.0,8.0,6.787100000000008,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)F)c1cc(C)cc(OCCNCCCF)c1, 10.00,8.0,strong,477.5460000000003,40.29,2.0,3.0,9.0,5.702620000000005,False
CS(=O)(=O)c1sc(c2CCC(F)(F)[C@@H](O)c12)-c1cc(F)cc(Cl)c1, 400,6.3979400086720375,weak,396.83900000000006,54.370000000000005,1.0,4.0,2.0,4.226000000000003,True
Oc1ccc(cc1)-c1cc(C#N)c2cc(O)ccc2n1, 455,6.341988603342887,weak,262.268,77.14,2.0,4.0,1.0,3.184680000000001,False
CS(=O)(=NC#N)c1ccc(Oc2cc(F)cc(c2)C#N)c2[C@@H](F)C(F)(F)[C@H](O)c12, 9800,5.008773924307505,weak,425.36300000000006,106.47000000000001,1.0,6.0,3.0,4.1203600000000025,True
Cc1cc(ccc1C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1)C(F)(F)F, 5.00,8.301029995663981,strong,539.6130000000004,32.7,1.0,3.0,7.0,7.827520000000007,False
CC1(C)Oc2ccc(CN(c3ccccc3)S(=O)(=O)c3ccc(cc3)-c3ccccc3)nc2C=C1, 3400,5.468521082957745,weak,482.6050000000002,59.5,0.0,4.0,6.0,6.328300000000006,True
C[C@H]1CN(Cc2cccnc2)CCN1Cc1ccc(cc1)C(=O)Nc1ccc(cc1)C#CC12CC3CC(CC(C3)C1)C2, 2.6,8.585026652029182,strong,558.7700000000001,48.470000000000006,1.0,4.0,6.0,6.608100000000007,True
Oc1ccc(cc1)C1=C(c2ccc(\C=C\C(=O)N3CCNCC3)cc2)c2ccc(F)cc2OCC1, 14,7.853871964321762,strong,470.54400000000027,61.8,2.0,4.0,4.0,4.717900000000004,False
CC1Cc2c([nH]c3ccc(F)cc23)C(N1CC(C)(F)F)c1c(F)cc(\C=C\C(O)=O)cc1F, 1.20,8.920818753952375,strong,464.4340000000001,56.330000000000005,2.0,2.0,5.0,5.674200000000004,False
NC(=O)c1cc(ccc1Oc1cc(F)cc(Cl)c1)S(=O)(=O)C(F)(F)F, 8000,5.096910013008056,weak,397.733,86.46000000000001,1.0,4.0,4.0,3.663800000000001,True
C[C@@]12CCCc3coc(c13)C(=O)c1cc3C(=O)C=C(CO)C(=O)c3cc21, 2300,5.638272163982407,weak,348.3540000000001,84.58000000000001,1.0,5.0,1.0,2.764000000000001,True
Oc1ccc2c(CCCC(c3ccc(O)nc3F)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 95.0,7.022276394711152,strong,492.5660000000004,65.82,2.0,5.0,7.0,5.740000000000006,False
Cc1ccc(cc1Cl)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 309,6.510041520575165,weak,506.0610000000004,32.7,1.0,3.0,7.0,7.4621200000000085,False
CC\C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)CCOCCO\N=C\c2ccc(O)c(c2)C(=O)NCNC2CC(O[C@H]3C[C@@](O)(Cc4c(O)c5C(=O)c6cccc(OC)c6C(=O)c5c(O)c34)C(=O)CO)OC(C)C2O)cc1)c1ccccc1, 300,6.522878745280337,weak,1179.2859999999998,304.93,9.0,20.0,25.0,6.177900000000011,False
Cc1ccc(c(F)c1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2S(=O)(=O)CC1, 14.0,7.853871964321762,strong,539.6440000000002,66.84,1.0,5.0,7.0,5.788920000000006,False
OCc1c(Br)c(Oc2cc(F)cc(Cl)c2)ccc1S(=O)(=O)C(F)(F)F, 120,6.920818753952375,weak,463.63000000000005,63.6,1.0,4.0,4.0,4.819700000000002,True
Oc1ccc(cc1)-c1cc(F)c2c(Cl)c(O)ccc2c1, 40,7.3979400086720375,strong,288.705,40.46,2.0,2.0,1.0,4.710500000000002,False
OCc1c(Cl)c(Oc2cc(F)cc(Cl)c2)ccc1S(=O)(=O)C(F)F, 67.0,7.173925197299173,strong,401.1890000000001,63.6,1.0,4.0,5.0,4.413400000000002,True
Cc1cc(C)cc(c1)S(=O)(=O)N(Cc1ccc2OC(C)(C)C=Cc2c1)c1ccccc1, 500,6.301029995663981,weak,433.57300000000015,46.61,0.0,3.0,5.0,5.883140000000006,True
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O, 480,6.318758762624412,weak,270.372,37.3,1.0,2.0,0.0,3.817400000000003,False
[O-][N+](=O)c1cc(ccc1Nc1cc(F)cc(Cl)c1)C(F)(F)F, 280,6.552841968657781,weak,334.65599999999995,55.17,1.0,3.0,3.0,5.149700000000001,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(Cl)c2)c(Br)c1, 4000,5.3979400086720375,weak,379.634,43.370000000000005,0.0,3.0,3.0,4.437400000000002,True
Cc1c(C#N)c(Oc2cccc(c2)C#N)ccc1S(=O)(=O)C(F)F, 330,6.481486060122113,weak,348.33000000000004,90.94999999999999,0.0,5.0,4.0,3.526980000000001,True
COc1cc(O)c(Br)c2cc(oc12)-c1ccc(O)cc1, 21,7.6777807052660805,strong,335.153,62.83,2.0,4.0,2.0,4.2821000000000025,False
Fc1cc(Cl)cc(Oc2ccc(cc2Br)S(=O)(=O)C=C)c1, 5500,5.259637310505756,weak,391.6450000000001,43.370000000000005,0.0,3.0,4.0,4.951100000000003,True
COc1cc(NC2CN(CCCF)C2)ccc1[C@H]1N(CC(C)F)[C@H](C)Cc2c1ccc1[nH]ncc21, 0.270,9.568636235841012,strong,483.6070000000002,56.42,2.0,5.0,9.0,4.721200000000004,False
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@H](N1CC(F)(F)F)c1ncc(NC2CN(CCCF)C2)cc1F, 0.251189,9.59999938302362,strong,494.5120000000002,60.080000000000005,2.0,5.0,7.0,4.451000000000003,False
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O, 3.2,8.494850021680094,strong,272.388,40.46,2.0,2.0,0.0,3.6092000000000026,False
COc1cc(NC2CN(CCCF)C2)ccc1[C@H]1N(CC(C)(F)F)[C@H](C)Cc2c1ccc1[nH]ncc21, 2.5,8.602059991327963,strong,501.5970000000002,56.42,2.0,5.0,9.0,5.018400000000004,False
O=C(Nc1ccc(cc1)C#CC12CC3CC(CC(C3)C1)C2)c1ccc(CN2CCN(Cc3cccnc3)CC2)cc1, 0.970000,9.013228265733755,strong,544.7430000000003,48.470000000000006,1.0,4.0,6.0,6.219600000000007,True
Cl.O=C(c1c(sc2ccccc12)-c1ccccc1)c1ccc(OCCN2CCCCC2)cc1, 300,6.522878745280337,weak,478.0570000000004,29.54,0.0,4.0,7.0,7.085800000000007,False
O=C(CCCSc1nc2ccccc2s1)NC1=NCCS1, 6380,5.195179321278838,weak,337.4950000000002,54.35,1.0,6.0,5.0,3.3876000000000017,True
OCCCNC(=O)\C=C\c1ccc(cc1)C(=C1C2CC3CC(C2)CC1C3)c1ccc(O)cc1, 0.530000,9.275724130399212,strong,443.5870000000002,69.56,3.0,3.0,7.0,5.162000000000006,False
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)(F)[C@H](N)c12, 11000,4.958607314841775,weak,382.3630000000001,93.17999999999999,1.0,5.0,3.0,3.0843800000000003,True
CO[C@@H]([C@@H](C)Oc1ccc(cc1OC)[C@H]1O[C@@H]([C@H](C)[C@H]1C)c1ccc(O[C@H](C)[C@H](OC)c2ccc(OC)c(OC)c2)c(OC)c1)c1ccc(OC)c(OC)c1, 430,6.366531544420414,weak,760.9210000000002,101.53000000000003,0.0,11.0,18.0,9.133000000000003,True
Oc1ccc2c(CCCC(c3ccc4NCCc4c3)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 30.0,7.522878745280337,strong,498.6420000000004,44.73,2.0,4.0,7.0,6.468300000000007,False
CC\C(=C(/c1cc2ccccc2[nH]1)c1ccc(\C=C\C(O)=O)cc1)c1ccc(OC)cc1, 0.220000,9.657577319177793,strong,423.51200000000017,62.31999999999999,2.0,2.0,7.0,6.643400000000006,False
Nc1ccc2oc(nc2c1)-c1cc(Br)ccc1Cl, 1100,5.958607314841775,weak,323.577,52.05,1.0,3.0,1.0,4.4929000000000014,True
[O-][N+](=O)c1c(Cl)c(ccc1Oc1cc(F)cc(Cl)c1)C(F)(F)F, 77.0,7.113509274827518,strong,370.08500000000004,52.370000000000005,0.0,3.0,3.0,5.851800000000002,True
NC1C(F)Cc2c1c(ccc2Oc1cc(F)cc(c1)C#N)S(=O)(=O)C(F)(F)F, 90.0,7.045757490560675,strong,418.343,93.18,1.0,5.0,3.0,3.6771800000000017,True
Cc1cc2cc(ccc2[nH]1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 5.00,8.301029995663981,strong,510.6530000000004,48.489999999999995,2.0,3.0,7.0,7.290020000000008,False
C[C@@H]1Cc2c(ccc3[nH]c(=O)oc23)[C@H](N1CC(F)(F)CO)c1c(F)cc(cc1F)N1CC2(CN(CCF)C2)C1, 40.3,7.394694953858891,strong,552.5440000000002,75.94999999999999,2.0,6.0,7.0,3.4544000000000024,False
Cc1ccc(c(F)c1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)c(F)c2OCC1, 5.00,8.301029995663981,strong,509.5680000000004,41.93000000000001,1.0,4.0,7.0,6.5331200000000065,False
FC(F)(F)S(=O)(=O)c1ccc(Oc2cccc(c2)C#N)c(Br)c1, 210,6.6777807052660805,weak,406.1790000000001,67.16,0.0,4.0,3.0,4.406580000000002,True
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1c(F)cnc(OCCNCCCF)c1C)C(O)=O, 1.20,8.920818753952375,strong,500.5900000000004,90.48000000000002,3.0,5.0,11.0,4.395120000000003,False
CC(C)C1=CC(=O)c2c(ccc3c(C)cccc23)C1=O, 10600,4.97469413473523,weak,264.324,34.14,0.0,2.0,1.0,4.109620000000003,True
Oc1ccc2c(CCCC(c3ccc4nsnc4c3)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 56.0,7.251811972993799,strong,515.6540000000005,58.48000000000001,1.0,6.0,7.0,6.505000000000007,False
Oc1ccc(cc1)-c1coc2cc(O)ccc2c1=O, 450,6.346787486224656,weak,254.24099999999999,70.67000000000002,2.0,4.0,1.0,2.871200000000001,False
Cc1c(CCC(=O)N2CCC[C@H]2C(O)=O)c(=O)oc2c(C)c3oc4CCCCc4c3cc12, 4130,5.384049948343599,weak,437.49200000000036,100.96000000000001,1.0,5.0,4.0,4.043040000000003,True
COc1ccc2c(OCCC(c3ccc(O)cc3)=C2c2ccc(OCCN3CCC3)cc2)c1, 6.7,8.173925197299173,strong,443.5430000000003,51.160000000000004,1.0,5.0,7.0,5.226900000000005,False
CCOC(=O)c1c(C)nn(c1C)-c1ccc(NC(=O)c2c(C)noc2C)cc1, 4260,5.370590400897281,weak,382.4200000000002,99.25,1.0,7.0,5.0,3.522980000000002,True
CC\C(=C(/c1cc2ccccc2[nH]1)c1ccc(\C=C\C(O)=O)cc1)c1ccc(F)cc1Cl, 1.6,8.795880017344075,strong,445.92100000000016,53.089999999999996,2.0,1.0,6.0,7.427300000000005,False
CN(Cc1ccc2OC(C)(C)C=Cc2c1)c1ccccn1, 8400,5.075720713938118,weak,280.371,25.36,0.0,3.0,3.0,3.902200000000003,True
COc1cc(O)cc2cc(oc12)-c1ccc(O)cc1, 483,6.316052869248487,weak,256.25699999999995,62.83,2.0,4.0,2.0,3.5196000000000014,False
CCC(=C(c1ccc(O)cc1)c1ccc(\C=C\C(=O)NCCCNC(=O)CCCn2c(=S)[nH]c3ccccc3c2=O)cc1)c1ccccc1, 30,7.522878745280337,strong,672.8510000000003,116.22,4.0,6.0,14.0,7.249890000000007,False
COC(=O)c1cc(ccc1Oc1cc(F)cc(Cl)c1)S(=O)(=O)C(F)(F)F, 52900,4.276544327964814,weak,412.744,69.67,0.0,5.0,4.0,4.3515000000000015,True
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O, 1.2,8.920818753952375,strong,272.388,40.46,2.0,2.0,0.0,3.6092000000000026,False
COc1ccc(CNC(=O)CCc2c(C)nc3cc(nn3c2C)-c2ccccc2OC)cc1, 9300,5.031517051446065,weak,444.53500000000014,77.75,1.0,6.0,8.0,4.279340000000004,True
Oc1ccc(cc1)[C@H]1[C@H](Oc2cc(O)cc(Cl)c2C1=O)c1ccc(OCCN2CCCCC2)cc1, 58,7.236572006437063,strong,493.9870000000004,79.22999999999999,2.0,6.0,6.0,5.716100000000005,False
Cc1c(O)ccc-2c1OC(C)(C)c1c(C)c(O)ccc-21, 468,6.329754146925876,weak,270.328,49.69,2.0,3.0,0.0,4.009140000000002,False
CS(=O)(=O)c1ccc(Oc2cncc(F)c2)c2[C@H](F)C(F)(F)[C@@H](O)c12, 2090,5.679853713888946,weak,377.315,76.49000000000001,1.0,5.0,3.0,3.109400000000002,True
CC(O)c1c(Br)c(Oc2cc(F)cc(Cl)c2)ccc1S(=O)(=O)C(F)(F)F, 300,6.522878745280337,weak,477.6570000000001,63.6,1.0,4.0,4.0,5.3807000000000045,True
NCCN1C(=O)S\C(=C/c2ccc3OCOc3c2)C1=O, 1120,5.950781977329818,weak,292.316,81.86000000000001,1.0,6.0,3.0,1.4103,True
Oc1ccc(-c2nc3cc(O)cc(\C=C/Br)c3o2)c(F)c1, 196,6.707743928643524,weak,350.1430000000001,66.49000000000001,2.0,4.0,2.0,4.4107,False
Cc1cc(ccc1Cl)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2SC1, 14.0,7.853871964321762,strong,510.0740000000003,32.7,1.0,4.0,7.0,7.231520000000008,False
COc1ccc(cc1OC)S(=O)(=O)N(Cc1ccc2OC(C)(C)C=Cc2n1)C1CCCCCC1, 6600,5.180456064458132,weak,486.6340000000004,77.96000000000001,0.0,6.0,7.0,5.196700000000005,True
CC\C(=C(/c1cc2ccccc2[nH]1)c1ccc(\C=C\C(O)=O)cc1)c1cccc(c1)C(F)(F)F, 131,6.882728704344236,weak,461.4830000000001,53.089999999999996,2.0,1.0,6.0,7.653600000000006,False
NS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2[C@H](F)[C@@H](F)[C@@H](O)c12, 8100,5.0915149811213505,weak,384.335,113.41000000000001,2.0,5.0,3.0,2.532780000000001,True
O[C@H]1c2c(CC1(F)F)c(Oc1ccc(F)cc1)ccc2S(=O)(=O)C(F)(F)F, 28.0,7.552841968657781,strong,412.3070000000001,63.6,1.0,4.0,3.0,4.136300000000002,True
N[C@H]1c2c(CC1(F)F)c(Oc1cc(F)cc(c1)C#N)ccc2S(=O)(=O)C(F)(F)F, 18.0,7.7447274948966935,strong,436.3330000000001,93.18,1.0,5.0,3.0,3.974380000000001,True
