Ligand SMILES,IC50 (nM),pIC50,activity_class,MolWt,TPSA,HBD,HBA,RotBonds,LogP,is_known_binder
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)F)c1c(F)ccc(OCCNCCCF)c1F, 1.20,8.920818753952375,strong,499.49900000000025,40.29,2.0,3.0,9.0,5.672400000000005,False
C[C@@H](COc1ccc(cc1)C1Oc2ccc(O)cc2C(C)=C1c1cccc(O)c1)N1CCC1, 0.900000,9.045757490560675,strong,443.54300000000023,62.160000000000004,2.0,5.0,6.0,5.635200000000006,False
COC(=O)[C@]12CCCC(C)(C)[C@@H]1CC[C@@]1(C)[C@@H]3CC=C([C@H](C=O)[C@@]3(C)C(=O)C[C@H]21)C(C)=O, 1000,6.0,weak,442.59600000000023,77.51,0.0,5.0,3.0,4.717900000000005,True
CC1=C(C2CCC(O)CC2)[C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CC(CF)C2)cc1, 0.280000,9.55284196865778,strong,467.5810000000003,62.160000000000004,2.0,5.0,7.0,5.130600000000005,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c1cnc(nc1)N1CCC(CCN2CCC3(CC2)CCN(CC3)c2ccc3C(=O)N(Cc3c2)C2CCC(=O)NC2=O)CC1, 1.2,8.920818753952375,strong,844.0929999999996,121.00999999999999,2.0,9.0,9.0,6.792100000000008,False
Oc1ccc2C(c3ccc(OCCN4CCCCC4)cc3)c3c(Cc2c1)ccc1cc(O)ccc31, 2.40,8.619788758288394,strong,465.5930000000002,52.93000000000001,2.0,4.0,5.0,6.200100000000006,False
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31, 5.0,8.301029995663981,strong,606.7820000000002,63.519999999999996,2.0,3.0,14.0,8.682600000000004,False
OC1c2c(ccc(Oc3cncc(c3)C#N)c2C(F)F)S(=O)(=O)C1(F)F, 140,6.853871964321762,weak,388.29800000000006,100.28,1.0,6.0,3.0,3.096680000000001,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)C(O)=O)c1c(F)ccc(OCCNCCCF)c1C, 6.90,8.161150909262744,strong,513.6290000000002,77.59,3.0,4.0,11.0,5.390220000000005,False
CS(=O)(=O)N=S(=O)(CF)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)(F)[C@@H](O)c12, 5600,5.251811972993799,weak,478.44500000000016,116.82000000000001,1.0,6.0,5.0,3.427980000000003,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)F)c1c(F)cc(cc1F)N(C)CCNCCCF, 0.250,9.602059991327963,strong,494.55200000000025,34.300000000000004,2.0,3.0,10.0,5.432600000000005,False
COc1ccc(cc1OC)S(=O)(=O)N(Cc1ccc2OC(C)(C)C=Cc2c1)c1ccccc1, 593,6.226945306635737,weak,465.5710000000002,65.07000000000001,0.0,5.0,7.0,5.283500000000005,True
C[C@@H](COc1ccc(cc1)C1Oc2ccc(O)cc2C(C)=C1c1cccc(O)c1)N1CC[C@@H](F)C1, 200,6.698970004336019,weak,475.56000000000023,62.160000000000004,2.0,5.0,6.0,5.973300000000006,False
COC(=O)c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)-c1ccc(O)cc1, 30,7.522878745280337,strong,515.6310000000003,76.07000000000001,1.0,7.0,8.0,6.156200000000006,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)(F)F)c1cccc(OCCNCCCF)c1Cl, 0.880,9.05551732784983,strong,497.9640000000003,40.29,2.0,3.0,9.0,6.047600000000006,False
CCC(=C(c1ccc(O)cc1)c1ccc(\C=C\C(=O)NCCCCNC(=O)CCCCCCCn2c(=S)[nH]c3ccccc3c2=O)cc1)c1ccccc1, 14,7.853871964321762,strong,742.9860000000004,116.22,4.0,6.0,19.0,9.200390000000002,False
CONC(=O)c1cc(ccc1F)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2SCC1, 21.0,7.6777807052660805,strong,566.6700000000002,71.03,2.0,6.0,9.0,6.090100000000007,False
Oc1ccc(cc1)[C@H]1Sc2cc(O)ccc2[C@@H]1C(=O)c1ccc(OCCN2CCCCC2)cc1, 0.520000,9.2839966563652,strong,475.6100000000004,70.0,2.0,6.0,7.0,5.776000000000005,False
COc1ccc(OCCNCCCF)c(F)c1[C@H]1N(CC(F)(F)CO)[C@H](C)Cc2c1[nH]c1ccc(F)cc21, 0.860,9.065501548756432,strong,541.5610000000001,69.75,3.0,5.0,12.0,4.746300000000004,False
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31, 3.3,8.481486060122112,strong,606.7820000000002,63.519999999999996,2.0,3.0,14.0,8.682600000000004,False
Fc1cc(Cl)cc(Oc2ccc(I)c(C#N)c2Br)c1, 3100,5.508638306165727,weak,452.4480000000001,33.019999999999996,0.0,2.0,2.0,5.510180000000002,True
OC(=O)c1cccc(CSc2nnc(COc3ccccc3)o2)c1, 6360,5.196542884351586,weak,342.376,85.45,1.0,6.0,7.0,3.6391000000000018,True
CCC(C)COc1sc(c2[C@H](O)C(F)(F)Cc12)S(C)(=O)=O, 199000,3.701146923590293,weak,340.41300000000007,63.6,1.0,5.0,5.0,2.8013000000000012,True
C[C@@H]1Cc2c([C@@H]1O)c(ccc2Oc1cc(F)cc(c1)C#N)S(C)(=O)=O, 1900,5.721246399047171,weak,361.39400000000006,87.38999999999999,1.0,5.0,3.0,3.1187800000000028,True
OC1OCc2c1c(Oc1cc(F)cc(Cl)c1)ccc2S(=O)(=O)C(F)F, 14000,4.853871964321762,weak,394.7540000000001,72.83,1.0,5.0,4.0,3.788800000000002,True
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12, 60,7.221848749616356,strong,456.58600000000024,57.86,2.0,5.0,7.0,5.9409200000000055,False
CN1CCN(CC1)C(=O)\C=C\c1ccc(cc1)C1=C(CCOc2cc(F)ccc12)c1ccc(O)cc1, 57,7.2441251443275085,strong,484.57100000000025,53.010000000000005,1.0,4.0,4.0,5.0601000000000065,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(F)F)c1cnc(NCCNCCCF)cn1, 0.830,9.080921907623926,strong,446.5210000000002,68.87,3.0,5.0,10.0,3.9201000000000024,False
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)-c2ccccc2[N+]([O-])=O)cc1, 15.0,7.823908740944319,strong,433.44100000000014,109.9,2.0,6.0,6.0,6.072200000000005,False
CC(C)c1ccc(CN=Nc2ccc(cc2)C(O)=O)cc1, 4080,5.38933983691012,weak,282.343,62.02,1.0,3.0,5.0,4.792100000000004,True
CCOC(=O)C1CCCN(CC1)C(=O)COc1ccc(cc1)C(C)(C)C, 8240,5.084072788302884,weak,361.4820000000001,55.84,0.0,4.0,5.0,3.554700000000002,True
COC(=O)C1C(c2ccc(OCc3ccc(C)cc3)cc2)c2ccc(O)cc2OC1=N, 56,7.251811972993799,strong,417.46100000000007,88.84,2.0,6.0,5.0,4.570390000000004,False
CCOC(=O)Cn1cc(\C=C\[N+]([O-])=O)c2ccccc12, 13300,4.876148359032914,weak,274.276,74.37,0.0,5.0,5.0,2.4518000000000004,True
CSCCC\C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1, 10,8.0,strong,447.6440000000003,32.7,1.0,4.0,11.0,6.434900000000007,False
[O-][N+](=O)c1c(sc(Cl)c1N1CCOCC1)S(=O)(=O)C=C, 8960,5.047691990337874,weak,338.79400000000004,89.75,0.0,7.0,4.0,2.0635,True
Oc1ccc2c(OCCC(c3ccc4NCCc4c3)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1Cl, 200,6.698970004336019,weak,535.0590000000004,53.96,2.0,5.0,7.0,6.567900000000006,False
Fc1ccc(Br)c(F)c1[C@@H]1C[C@@H](Nc2nnnn12)c1cccc(Br)c1, 22300,4.651695136951839,weak,471.10300000000007,55.63,1.0,5.0,2.0,4.622600000000002,True
Cc1c(ccc(Oc2cc(F)cc(Cl)c2)c1C(F)F)S(C)(=O)=O, 330,6.481486060122113,weak,364.77200000000005,43.370000000000005,0.0,3.0,4.0,4.920920000000003,True
COc1ccc(OCc2cccc(c2)C(=O)NN)cc1, 7890,5.102922996790579,weak,272.30400000000003,73.58,2.0,4.0,5.0,1.8777,True
CCCc1cc(=O)c2c(OC)c3c(OC)cc(O)cc3cc2o1, 2700,5.568636235841013,weak,314.33700000000005,68.9,1.0,5.0,4.0,3.621500000000003,True
OC1c2c(ccc(Oc3cc(F)cc(Cl)c3)c2Cl)S(=O)(=O)C1(F)F, 20,7.698970004336019,strong,399.17300000000006,63.6,1.0,4.0,2.0,4.338300000000001,True
Oc1ccc2c(CCCC(c3ccc(OC(F)(F)F)cc3Cl)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 201,6.696803942579511,weak,576.0300000000003,41.93,1.0,4.0,8.0,8.052300000000008,False
COc1ccc(OC[C@H](C)NCCCF)cc1[C@H]1N(CC(F)(F)CO)[C@H](C)Cc2c1[nH]c1ccccc21, 1.20,8.920818753952375,strong,519.6080000000002,69.75,3.0,5.0,12.0,4.856600000000004,False
Oc1ccc(cc1)[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCCN2CCCC2)cc1, 1.7,8.769551078621726,strong,463.5990000000004,62.160000000000004,2.0,6.0,7.0,5.929600000000005,False
CN(C)CCOc1ccc(cc1)C(=C(\CCO)c1ccccc1)\c1ccccc1, 7.0,8.154901959985743,strong,387.523,32.7,1.0,3.0,9.0,4.968500000000005,False
C[C@@]12CCCc3coc(c13)C(=O)c1cc3C(=O)C=CC(=O)c3cc21, 12300,4.910094888560602,weak,318.3280000000001,64.35,0.0,4.0,0.0,3.401500000000002,True
Oc1ccc2c(CCCC(c3ccncc3F)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 15.0,7.823908740944319,strong,476.56700000000035,45.59000000000001,1.0,4.0,7.0,6.034400000000007,False
CC(=O)Nc1ccc(OS(=O)(=O)c2c(C)cc(C)cc2C)cc1, 11700,4.931814138253838,weak,333.40900000000005,72.47,1.0,4.0,4.0,3.3379600000000025,True
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O, 0.890000,9.050609993355087,strong,272.388,40.46,2.0,2.0,0.0,3.6092000000000026,False
CC(C)(C)OC(=O)NCc1c(Br)c(Oc2cc(F)cc(Cl)c2)ccc1S(=O)(=O)C(F)F, 3200,5.494850021680094,weak,544.7730000000001,81.69999999999999,1.0,5.0,6.0,6.054900000000004,True
CCCC[C@H](OC)c1cc(=O)oc2c(C(=O)[C@@H](C)CC)c(OC)c(CC=C(C)C)c(OC)c12, 13200,4.87942606879415,weak,458.5950000000003,74.97,0.0,6.0,12.0,6.425400000000008,True
Oc1ccc(cc1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2cc(O)ccc2CCC1, 7.00,8.154901959985743,strong,473.5880000000003,52.93000000000001,2.0,4.0,7.0,6.205900000000006,False
Cc1c(CN=O)c2ccccc2n1-c1ccc(O)c(F)c1, 298,6.525783735923745,weak,284.29,54.59,1.0,4.0,3.0,4.050020000000002,False
COc1ccc(cc1OC)S(=O)(=O)N(Cc1ccc2OC(C)(C)C=Cc2n1)C1CCCC1, 600,6.221848749616356,weak,458.5800000000003,77.96000000000001,0.0,6.0,7.0,4.416500000000004,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCC(O)=O)c1c(F)ccc(OCCN(C)CCCF)c1C, 3.30,8.481486060122112,strong,499.6020000000004,68.8,2.0,4.0,11.0,5.096320000000005,False
COc1ccc(cc1OC)S(=O)(=O)N(Cc1ccc2OC(C)(C)C=Cc2c1)c1ccc(F)cc1, 3200,5.494850021680094,weak,483.5610000000002,65.07000000000001,0.0,5.0,7.0,5.422600000000005,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2[C@@H](O)C(F)(F)[C@@H](O)c12, 150,6.823908740944319,weak,399.34600000000006,107.62,2.0,6.0,3.0,2.6088800000000014,True
CC1C[C@H](C)C2(CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)O1, 484,6.315154638355588,weak,340.5070000000002,29.46,1.0,2.0,0.0,5.432000000000007,False
COc1ccc(C=C2SC(=O)N(CCNC(=O)Cn3[nH]c(=O)c4ccccc4c3=O)C2=O)cc1, 12500,4.903089986991944,weak,480.5020000000002,130.57,2.0,8.0,7.0,1.5510999999999995,True
CCOC(=O)\C=C\c1c(C)c(Oc2cc(F)cc(c2)C#N)ccc1S(=O)(=O)C(F)(F)F, 220,6.657577319177793,weak,457.40100000000007,93.46000000000001,0.0,6.0,6.0,4.667900000000003,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2[C@@H](F)[C@@H](F)[C@@H](O)c12, 9.0,8.045757490560675,strong,383.34700000000004,87.39,1.0,5.0,3.0,3.288880000000002,True
FC(F)S(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c(Cl)c1C#N, 230,6.638272163982407,weak,386.7380000000001,90.94999999999999,0.0,5.0,4.0,4.011060000000001,True
OC1c2c(ccc(Oc3cc(F)cc(Cl)c3)c2C#N)S(=O)(=O)C1(F)F, 49,7.309803919971486,strong,389.73800000000006,87.38999999999999,1.0,5.0,2.0,3.556580000000001,True
CCCc1cc(=O)oc2c(CC=C(C)C)c(O)c(C(=O)CC(C)C)c(O)c12, 9400,5.026872146400302,weak,372.4610000000001,87.74,2.0,5.0,7.0,4.894200000000006,True
CS(=O)(=O)c1ccc(Oc2cncc(Cl)c2)c2[C@H](F)C(F)(F)[C@@H](O)c12, 2330,5.632644078973981,weak,393.77000000000004,76.49000000000001,1.0,5.0,3.0,3.6237000000000017,True
C[C@@H](COc1ccc(cc1)[C@H]1Oc2ccc(O)cc2C(C)=C1c1cccc(O)c1)N1CC[C@@H](C)C1, 136,6.866461091629782,weak,471.59700000000026,62.160000000000004,2.0,5.0,6.0,6.271300000000007,False
FC(F)S(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c(C#N)c1Cl, 18.0,7.7447274948966935,strong,386.73800000000006,90.94999999999999,0.0,5.0,4.0,4.011060000000002,True
Cc1ccc(cc1)S(=O)(=O)Nc1cccc2cccnc12, 1120,5.950781977329818,weak,298.367,59.06,1.0,3.0,3.0,3.3440200000000013,True
Cc1nc2cc(nn2c(C)c1CCC(=O)N1CCN(CC1)c1ccccc1)-c1ccccc1, 1050,5.978810700930062,weak,439.5630000000001,53.74000000000001,0.0,5.0,5.0,4.294540000000004,True
CCCC[C@]12Cc3cc(O)ccc3C1=C(Br)C(=O)CC2, 129,6.889410289700751,weak,335.24100000000016,37.3,1.0,2.0,3.0,4.5938000000000025,False
CNS(=O)(=O)c1ccc(Nc2cc(F)cc(Cl)c2)c(c1)[N+]([O-])=O, 4200,5.376750709602099,weak,359.7660000000001,101.34,2.0,5.0,5.0,3.0390000000000015,True
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)C(O)c12, 16.0,7.795880017344075,strong,365.3570000000001,87.39,1.0,5.0,3.0,2.8207800000000014,True
FC(F)S(=N)(=O)c1ccc(Oc2cc(F)cc(Cl)c2)c(Br)c1, 1300,5.886056647693163,weak,414.63000000000005,50.150000000000006,1.0,3.0,4.0,5.6621700000000015,True
O[C@H]1c2c(CC1(F)F)c(Oc1cncc(c1)C#N)ccc2S(=N)(=O)C(F)(F)F, 23.2,7.634512015109101,strong,419.3310000000001,107.06,2.0,6.0,3.0,3.895850000000001,True
Cc1c(Cl)c(ccc1Oc1cc(F)cc(c1)C#N)S(=O)(=O)C(F)(F)F, 44.0,7.356547323513812,strong,393.745,67.16,0.0,4.0,3.0,4.745000000000002,True
CN(C)c1c(cc(cc1[N+]([O-])=O)N1C(=O)C=CC1=O)[N+]([O-])=O, 8600,5.0655015487564325,weak,306.23400000000004,126.9,0.0,7.0,4.0,0.9984,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCC(O)=O)c1c(F)ccc(OCCNCCCF)c1C, 15.0,7.823908740944319,strong,485.57500000000033,77.59,3.0,4.0,11.0,4.754120000000004,False
OC1(CC=C)c2c(CC1(F)F)c(Oc1cc(F)cc(F)c1)ccc2S(=O)(=O)C(F)F, 9800,5.008773924307505,weak,452.37200000000007,63.6,1.0,4.0,6.0,4.708500000000003,True
CCCC[C@H](O)c1cc(=O)oc2c(C(=O)[C@@H](C)CC)c(O)c(CC=C(C)C)c(O)c12, 2300,5.638272163982407,weak,416.5140000000002,107.97,3.0,6.0,9.0,5.165300000000006,True
O[C@@H]1CCc2c1c(ccc2Oc1cncc(F)c1)S(=O)(=O)C(F)F, 900,6.045757490560675,weak,359.325,76.49000000000001,1.0,5.0,4.0,2.988900000000002,True
COc1ccc(cc1)S(=O)(=O)N(Cc1ccc2OC(C)(C)C=Cc2c1)c1ccccc1, 600,6.221848749616356,weak,435.54500000000013,55.84,0.0,4.0,6.0,5.274900000000005,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC1(CCC1)C(O)=O)c1c(F)ccc(OCCNCCCF)c1C, 2.50,8.602059991327963,strong,525.6400000000003,77.59,3.0,4.0,11.0,5.534320000000005,False
CCOc1ccc(c(C)c1C)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 15.0,7.823908740944319,strong,529.6960000000003,41.93000000000001,1.0,4.0,9.0,7.515840000000009,False
CS(=O)(=O)c1sc(c2CC(F)(F)[C@@H](O)c12)-c1cc(F)cc(c1)C#N, 1600,5.795880017344075,weak,373.37700000000007,78.16,1.0,5.0,2.0,3.0541800000000014,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1C[C@H](F)CF)c1c(F)cc(OCCNCCCF)cc1F, 2.50,8.602059991327963,strong,495.5360000000003,40.29,2.0,3.0,11.0,5.417700000000005,False
Fc1cc(Oc2ccc(cc2C#N)S(=N)(=O)C(F)(F)F)cc(c1)C#N, 1400,5.853871964321762,weak,369.29900000000004,97.72999999999999,1.0,5.0,3.0,4.286830000000002,True
OC1CCc2c1c(ccc2Oc1cncc(c1)C#N)S(=O)(=O)C(F)(F)F, 700,6.154901959985743,weak,384.33500000000004,100.28,1.0,6.0,3.0,3.0186800000000016,True
Clc1ccc(N2C(=O)C=CC2=O)c(c1)C(=O)c1ccccc1, 6910,5.1605219526258015,weak,311.724,54.45,0.0,3.0,3.0,3.000400000000001,True
CC(=O)C1=CC[C@H]2[C@]3(C)CC[C@H]4C(C)(C)CCC[C@]4(CO)[C@H]3C[C@H](O)[C@]2(C)[C@H]1C=O, 2600,5.585026652029182,weak,416.6020000000001,74.6,2.0,4.0,3.0,4.329000000000004,True
c1c([nH]c2ccccc12)-c1nc2cccc3cccc([nH]1)c23, 202,6.694648630553377,weak,283.334,40.18,2.0,2.0,1.0,4.824900000000002,False
CN(C)c1cccc(c1)N1CCc2cc(O)ccc2C1(C)c1ccc(OCCN2CCCC2)cc1, 94,7.026872146400302,strong,471.6450000000003,39.18,1.0,5.0,7.0,5.259000000000006,False
CS(=O)(=O)c1ccc(Oc2cc(F)cc(Cl)c2)c(C(F)F)c1C#N, 37.0,7.431798275933005,strong,375.75500000000005,67.16,0.0,4.0,4.0,4.484180000000002,True
Nc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3SC2)c(F)n1, 202,6.694648630553377,weak,495.59500000000014,71.61,2.0,6.0,7.0,5.3860000000000054,False
Oc1ccc2c(CCCC(c3cccc(F)c3Cl)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 15.0,7.823908740944319,strong,510.0240000000004,32.7,1.0,3.0,7.0,7.292800000000008,False
CCCCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=C(\CC)c1ccccc1)\c1ccc(O)cc1, 4.8,8.318758762624412,strong,583.9010000000003,41.489999999999995,2.0,3.0,23.0,11.21099999999999,False
CCOc1ccc(c(C)c1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2cc(F)c(O)cc2OCC1, 21.0,7.6777807052660805,strong,535.6310000000002,51.16000000000001,1.0,5.0,9.0,6.792720000000007,False
Cl.CN(C(=O)c1ccc(CN2CCOCC2)cc1)c1ccc(I)cc1, 2200,5.657577319177793,weak,472.754,32.78,0.0,3.0,4.0,3.821800000000003,True
Cc1ccc(c(F)n1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2SCC1, 205,6.688246138944246,weak,508.63400000000036,45.59,1.0,5.0,7.0,6.502320000000005,False
O[C@@H]1[C@H](F)Cc2c1c(ccc2Oc1cc(F)cc(c1)C#N)S(=O)(CF)=NC#N, 58.0,7.236572006437063,strong,407.3730000000001,106.47,1.0,6.0,4.0,3.6522600000000036,True
C[C@]12C[C@@H]([C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O)c1ccc(OCCCCCS(=O)(=O)CCCC(F)(F)C(F)(F)F)cc1, 0.040000,10.397940008672037,strong,658.7700000000007,83.82999999999998,2.0,5.0,12.0,7.944600000000009,False
CS(=O)(=O)c1ccc(Oc2cc(F)cc(c2)C#N)c2CC(F)(F)[C@@H](O)c12, 27,7.568636235841013,strong,383.3470000000001,87.39,1.0,5.0,3.0,3.1179800000000024,True
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O, 3.2,8.494850021680094,strong,272.388,40.46,2.0,2.0,0.0,3.6092000000000026,False
FC(F)S(=O)(=O)c1ccc(Oc2cc(F)cc(Cl)c2)c2C(=O)OCc12, 2800,5.552841968657781,weak,392.7380000000001,69.67,0.0,5.0,4.0,3.938100000000002,True
OC(=O)c1cccc(CSc2nnc(o2)-c2ccc(Cl)cc2)c1, 1970,5.705533773838407,weak,346.79499999999996,76.22,1.0,5.0,5.0,4.380500000000002,True
C[C@@H](CN1[C@@H](Cc2c([nH]c3ccccc23)[C@H]1c1c(F)cnc(OCCNCCCF)c1Cl)C(F)F)C(O)=O, 0.900,9.045757490560675,strong,556.9880000000003,90.48000000000002,3.0,5.0,12.0,4.985300000000003,False
Oc1ccc2C(=C(CSc2c1)c1ccc(SC(F)(F)F)cc1)c1ccc(O[C@H]2CCN(CCCF)C2)cc1, 59.0,7.229147988357855,strong,561.6660000000003,32.7,1.0,5.0,8.0,7.881600000000008,False
CCCN(c1ccccc1Br)S(=O)(=O)c1ccc(O)c(C)c1, 40,7.3979400086720375,strong,384.29500000000013,57.61,1.0,3.0,5.0,4.068420000000003,False
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)-c2cc(F)ccc2CC(F)(F)F)cc1, 10.00,8.0,strong,488.45800000000014,66.76,2.0,4.0,6.0,7.407900000000006,False
OC(=O)c1cccc(c1)-c1nc2ccccc2[nH]1, 15000,4.823908740944319,weak,238.246,65.97999999999999,2.0,2.0,2.0,2.9281000000000006,True
Oc1ccc2c(CCCC(c3ccc(F)cc3C(F)(F)F)=C2c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c1, 10.00,8.0,strong,543.5760000000004,32.7,1.0,3.0,7.0,7.658200000000008,False
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1NCCc2cc(O)c(OC)cc12, 1100,5.958607314841775,weak,466.6220000000003,63.19000000000001,2.0,6.0,6.0,4.640400000000005,True
COc1ccc(cc1)C1=C(c2ccc(O[C@H]3CCN(CCCF)C3)cc2)c2ccc(O)cc2CCC1, 40.0,7.3979400086720375,strong,487.61500000000035,41.93000000000001,1.0,4.0,8.0,6.508900000000007,False
CS(=O)(=O)c1sc(c2C[C@@H](F)[C@@H](O)c12)-c1cc(F)cc(Cl)c1, 540,6.267606240177032,weak,364.822,54.370000000000005,1.0,4.0,2.0,3.538700000000002,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)C(O)=O)c1c(F)ccc(OCCNCCCF)c1C, 6.90,8.161150909262744,strong,513.6290000000002,77.59,3.0,4.0,11.0,5.390220000000005,False
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31, 1.6,8.795880017344075,strong,606.7820000000002,63.519999999999996,2.0,3.0,14.0,8.682600000000004,False
CC(=O)NCc1c(Br)c(Oc2cc(F)cc(Cl)c2)ccc1S(=O)(=O)C(F)F, 71000,4.1487416512809245,weak,486.69300000000004,72.47,1.0,4.0,6.0,4.666300000000002,True
CCOC(=O)c1cccc(COC(=O)c2cccc(c2)-c2nnc(o2)-c2ccccc2)c1, 14800,4.8297382846050425,weak,428.44400000000013,91.52000000000001,0.0,7.0,7.0,4.937300000000004,True
CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(OCC(=O)OC(C)C)c(C)c1, 90,7.045757490560675,strong,412.5700000000002,55.760000000000005,1.0,4.0,10.0,6.225740000000007,False
Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1, 0.240000,9.619788758288394,strong,473.5940000000004,70.0,2.0,6.0,7.0,6.075200000000005,False
Nc1ncccc1C(=O)N1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(cc2)C#CC23CC4CC(CC(C4)C2)C3)CC1, 5.8,8.236572006437063,strong,573.741,91.56,2.0,5.0,5.0,5.4420000000000055,True
COc1cc(OCCN2CC(CF)C2)ccc1[C@H]1N(CC(F)CF)[C@H](C)Cc2c1ccc1[nH]ncc21, 2.40,8.619788758288394,strong,502.58100000000024,53.620000000000005,1.0,5.0,10.0,4.495200000000004,False
Oc1ccc(cc1)-c1ccc(CN=O)c2ccccc12, 95,7.022276394711152,strong,263.296,49.660000000000004,1.0,3.0,3.0,4.478800000000003,False
CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1, 4.9,8.309803919971486,strong,312.45300000000003,40.46,2.0,2.0,6.0,5.600940000000007,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC1(F)COC1)c1c(F)cc(NCCNCCCF)cc1F, 2.50,8.602059991327963,strong,504.5720000000003,52.32,3.0,4.0,10.0,4.881700000000004,False
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC1(F)CC1)c1nccc(OCCNCCCF)c1F, 3.40,8.468521082957745,strong,472.55500000000023,53.18000000000001,2.0,4.0,10.0,4.8681000000000045,False
Oc1cc2OCCC(c3ccc4NCCc4c3)=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c2cc1Cl, 464,6.333482019445119,weak,535.0590000000003,53.96,2.0,5.0,7.0,6.567900000000005,False
COc1cc(O)cc2cc3oc(C)cc(=O)c3c(OC)c12, 2900,5.5376020021010435,weak,286.283,68.9,1.0,5.0,2.0,2.9774200000000013,True
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC1(F)COC1)c1ccc(OCCNCCCF)cc1, 4.90,8.309803919971486,strong,469.5760000000003,49.52,2.0,4.0,10.0,4.570400000000004,False
CCOc1ccc(\C=C\[C@@](C)(CCC=C(C)C)C=C)cc1, 26300,4.580044251510242,weak,284.443,9.23,0.0,1.0,8.0,6.037200000000006,True
